length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,suspicious_tld,statistical_report,nb_hyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,sfh,iframe,popup_window,safe_anchor,onmouseover,right_click,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
33,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0.15151515151515152,0.21428571428571427,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
74,20,0,3,3,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,1,1,1,1,0,0.06756756756756757,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
77,23,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0.18181818181818182,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
62,22,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.04838709677419355,0.13636363636363635,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
56,17,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
53,44,0,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.16981132075471697,0.20454545454545456,0,0,1,0,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
27,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
84,59,0,8,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,1,0.047619047619047616,0.06779661016949153,0,0,0,1,1,7,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
56,18,0,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
552,25,0,5,24,0,1,9,0,10,7,0,5,5,0,2,0,0,1,0,0,1,1,1,1,0.358695652173913,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
110,13,0,2,14,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,1,1,1,1,0.05454545454545454,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
102,15,0,1,1,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,1,1,1,0,0.1568627450980392,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
99,30,0,4,7,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,1,0.10101010101010101,0.0,0,0,1,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
19,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
34,13,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.08823529411764706,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
103,18,0,2,9,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.06796116504854369,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
45,8,0,1,0,0,1,0,0,1,0,0,1,5,0,1,0,0,1,0,0,0,1,1,0,0.13333333333333333,0.0,0,0,1,0,0,0,0,0,0,0,0,3497.5,3497.5,3497.5,3497.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
31,24,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0.03225806451612903,0.041666666666666664,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
76,31,0,3,1,0,1,0,0,1,0,0,0,5,0,1,0,0,1,0,0,1,1,1,1,0.09210526315789473,0.0,0,0,0,1,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
393,12,1,24,0,1,2,9,0,10,18,0,0,21,0,5,0,0,1,0,1,0,1,1,1,0.04071246819338423,0.75,0,0,1,0,1,2,1,0,0,0,0,1399.0,1399.0,1399.0,1399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
45,17,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
36,28,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
409,25,0,3,17,0,1,0,0,1,1,0,0,4,0,1,0,0,1,0,0,0,1,1,0,0.20293398533007334,0.32,0,0,1,0,1,2,0,0,1,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
76,68,0,7,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.14473684210526316,0.16176470588235295,0,0,1,1,1,6,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
24,17,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
49,15,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
40,13,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,1,0,0.125,0.0,0,0,0,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
22,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
34,15,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
121,57,0,2,3,0,1,2,0,3,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.14049586776859505,0.12280701754385964,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
64,10,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
38,29,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
25,16,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,1,1,0.16,0.25,0,443,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
50,20,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
89,16,0,2,1,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
58,28,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
29,22,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
30,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
71,16,0,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,1,1,1,0,0.09859154929577464,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
44,35,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
58,16,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
56,47,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
42,34,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
36,13,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,1,1,0,0.027777777777777776,0.0,0,0,0,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.24242424242424243,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
47,38,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
29,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.034482758620689655,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
67,10,0,1,7,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0.029850746268656716,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
106,22,0,3,1,0,0,0,0,1,0,0,0,11,0,1,0,0,1,0,1,1,1,1,0,0.04716981132075472,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
70,25,0,1,4,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,1,0,0.02857142857142857,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
163,15,0,1,1,0,1,2,0,4,1,0,0,8,0,1,0,2,1,0,0,1,1,1,1,0.12269938650306748,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
85,16,0,2,4,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
44,22,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
54,14,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
54,19,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
29,20,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
38,7,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
20,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
22,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0.13636363636363635,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
63,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
73,25,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
81,27,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.2962962962962963,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
216,18,0,2,0,0,1,2,0,3,1,0,0,5,0,1,0,2,1,0,0,0,1,1,0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
83,16,0,2,0,0,1,0,0,1,0,0,0,7,0,1,0,0,1,0,0,1,1,1,1,0.08433734939759036,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
38,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.07894736842105263,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
68,17,0,3,1,0,1,1,0,2,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
71,35,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,1,1,0,0.14084507042253522,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
23,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.043478260869565216,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
37,14,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
43,34,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
36,7,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
50,42,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
44,36,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
128,50,0,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,1,0,0,1,1,1,1,0.1640625,0.0,0,0,1,1,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
58,19,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
66,17,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
241,63,0,5,0,0,0,2,0,5,0,0,2,6,0,1,0,2,1,0,0,1,1,1,0,0.1991701244813278,0.42857142857142855,0,0,0,1,1,4,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
44,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
18,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
39,14,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,3497.5,3497.5,3497.5,3497.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
